-0.359283,0.432818,2.099384,0.030862,0.955678,0.000000,-0.252074,-0.276875,0
-0.391778,0.448824,1.847080,0.019207,0.000000,0.000000,0.000000,-0.229434,0
-0.435913,0.408268,1.860855,0.020910,0.000000,0.000000,0.000000,-0.370240,0
-0.388819,0.427925,1.971264,0.026035,0.000000,0.000000,0.000000,-0.293947,0
-0.406991,0.410975,2.008862,0.024946,1.887959,0.000000,0.000000,-0.375921,0
-0.432032,0.415097,1.868582,0.021773,0.000000,0.000000,0.000000,-0.319722,0
-0.354944,0.467379,1.899821,0.021751,0.645288,0.000000,0.000000,-0.177293,0
-0.372436,0.434234,2.064149,0.027825,0.000000,0.000000,0.000000,-0.271489,0
-0.322637,0.485693,1.854753,0.016437,0.000000,0.000000,-0.729572,-0.080272,0
-0.351323,0.507645,1.606514,0.011614,0.324445,0.000000,-0.733275,-0.068257,0
-0.257933,0.497021,1.956015,0.020482,0.000000,0.000000,-0.661572,-0.009750,0
-0.313605,0.466384,2.082930,0.019544,0.593653,0.000000,-0.740573,-0.120416,0
-0.366615,0.464615,1.789876,0.013253,0.711290,0.000000,-0.003061,-0.193292,0
-0.355400,0.502251,1.621974,0.012111,0.000000,0.000000,-0.799540,-0.092158,0
-0.311053,0.480972,1.915205,0.018561,0.000000,0.000000,-0.719281,-0.074190,0
-0.345761,0.516404,1.548704,0.010558,0.337524,0.000000,-0.784853,-0.062342,0
-0.271292,0.497966,1.930796,0.017390,0.000000,0.000000,-0.675981,-0.033596,0
-0.268202,0.536895,1.678937,0.011922,0.276374,0.000000,-0.624799,0.030316,0
-0.328995,0.481017,1.844459,0.015649,0.495267,0.000000,-0.746765,-0.097030,0
-0.391563,0.472630,1.645009,0.012057,0.000000,0.000000,-0.908909,-0.167339,0
-0.357443,0.513804,1.438910,0.008681,0.306059,0.000000,-0.796898,-0.079919,0
-0.329904,0.504045,1.626533,0.011025,0.000000,0.000000,-0.722599,-0.062869,0
-0.364727,0.501203,1.558219,0.010122,0.369245,0.000000,-0.064085,-0.096467,0
-0.386879,0.474681,1.674921,0.012438,0.487644,0.000000,-0.861362,-0.157275,0
-0.364117,0.501588,1.570531,0.011078,0.000000,0.000000,-0.759368,-0.080851,0
-0.354870,0.502012,1.642525,0.012992,0.000000,0.000000,-0.798025,-0.084340,0
-0.365649,0.496550,1.634060,0.011366,0.000000,0.000000,-0.129054,-0.105285,0
-0.356300,0.497719,1.667411,0.013157,0.364932,0.000000,0.000000,-0.098786,0
-0.335891,0.512315,1.663295,0.013359,0.000000,0.000000,-0.833317,-0.075720,0
-0.370208,0.497681,1.566701,0.010408,0.347582,0.000000,-0.840256,-0.106902,0
-0.329744,0.511011,1.707198,0.015431,0.000000,0.000000,-0.760632,-0.062122,0
-0.370775,0.484883,1.708529,0.013957,0.373773,0.000000,-0.103994,-0.128011,0
-0.380120,0.492060,1.552966,0.010013,0.000000,0.000000,0.000000,-0.116259,0
-0.332974,0.510548,1.696558,0.014283,0.000000,0.000000,-0.134747,-0.078651,0
-0.338471,0.512818,1.641756,0.013608,0.000000,0.000000,-0.800397,-0.053418,0
-0.328209,0.516501,1.670455,0.013949,0.329229,0.000000,-0.865431,-0.058960,0
-0.336839,0.523145,1.551627,0.010377,0.336583,0.000000,0.000000,-0.054487,0
-0.346529,0.504018,1.683743,0.012698,0.410149,0.000000,-0.053072,-0.098023,0
-0.272959,0.551761,1.636446,0.015729,0.000000,0.000000,0.000000,0.011258,0
-0.315763,0.512241,1.719814,0.018660,0.000000,0.000000,0.000000,-0.056177,0
-0.356534,0.492258,1.668987,0.015630,0.000000,0.000000,0.000000,-0.103155,0
-0.373296,0.461178,1.845744,0.017992,0.883035,0.000000,0.000000,-0.215406,0
