660804.000000,231103.000000,92650.000000,107577.000000,47087.000000,68882.000000,150850.000000,38722.000000,102104.000000,38368.000000,124757.000000,103881.000000,693719.000000,217268.000000,96097.000000,105902.000000,46106.000000,67886.000000,151673.000000,37250.000000,100608.000000,37002.000000,115134.000000,98140.000000,638248.000000,218051.000000,95544.000000,109594.000000,48127.000000,73053.000000,151220.000000,40079.000000,107693.000000,39898.000000,136896.000000,108382.000000,691771.000000,231877.000000,87712.000000,103834.000000,44628.000000,57695.000000,153828.000000,38891.000000,100816.000000,39171.000000,116536.000000,100026.000000,763218.000000,202984.000000,82597.000000,95690.000000,44296.000000,50570.000000,148742.000000,36893.000000,96553.000000,37229.000000,112128.000000,95885.000000,685662.000000,198293.000000,86572.000000,101921.000000,47236.000000,61880.000000,150896.000000,40173.000000,109107.000000,41282.000000,135214.000000,108549.000000,685284.000000,215709.000000,89386.000000,105700.000000,43971.000000,58758.000000,159645.000000,39443.000000,110762.000000,38773.000000,119648.000000,99706.000000,692121.000000,206109.000000,90377.000000,104128.000000,43875.000000,58839.000000,168345.000000,38600.000000,110344.000000,38773.000000,116074.000000,99200.000000,661110.000000,212459.000000,91324.000000,104777.000000,45685.000000,61055.000000,164921.000000,40012.000000,110898.000000,39803.000000,132668.000000,102073.000000,0
673962.000000,223531.000000,93409.000000,108722.000000,46400.000000,68259.000000,149528.000000,39577.000000,101763.000000,38588.000000,118816.000000,104230.000000,713951.000000,213271.000000,95029.000000,106457.000000,43899.000000,62934.000000,153493.000000,35990.000000,99404.000000,35595.000000,113220.000000,93542.000000,654833.000000,218963.000000,95313.000000,106685.000000,47030.000000,70006.000000,156673.000000,38334.000000,105931.000000,38548.000000,132238.000000,102231.000000,716822.000000,230081.000000,86263.000000,100388.000000,44765.000000,55170.000000,148678.000000,38580.000000,98065.000000,39183.000000,110346.000000,98444.000000,788643.000000,203180.000000,81513.000000,91771.000000,42899.000000,48355.000000,147696.000000,34503.000000,92139.000000,35196.000000,109739.000000,91151.000000,688566.000000,201687.000000,87422.000000,101008.000000,47051.000000,60953.000000,152744.000000,39429.000000,105688.000000,40162.000000,137067.000000,105008.000000,686834.000000,210628.000000,89748.000000,104385.000000,43605.000000,59687.000000,163342.000000,39160.000000,110638.000000,39358.000000,120417.000000,98983.000000,699862.000000,207848.000000,91707.000000,103357.000000,43073.000000,58738.000000,169364.000000,37585.000000,107186.000000,37685.000000,115877.000000,94503.000000,656562.000000,219616.000000,91832.000000,104987.000000,44986.000000,62141.000000,162743.000000,39002.000000,110484.000000,39745.000000,134867.000000,99820.000000,0
697803.000000,227448.000000,91721.000000,104571.000000,44990.000000,63685.000000,150313.000000,36549.000000,99984.000000,36085.000000,117521.000000,96115.000000,694353.000000,215039.000000,96260.000000,104278.000000,45103.000000,70269.000000,154819.000000,36972.000000,101755.000000,36428.000000,115257.000000,96252.000000,656708.000000,219887.000000,95691.000000,110614.000000,45768.000000,67915.000000,157357.000000,37331.000000,108018.000000,37394.000000,131975.000000,98127.000000,740523.000000,230319.000000,85378.000000,96940.000000,43257.000000,51838.000000,149526.000000,36955.000000,94364.000000,36643.000000,108257.000000,92785.000000,770333.000000,204256.000000,82493.000000,93166.000000,43846.000000,49910.000000,149191.000000,35777.000000,94949.000000,36641.000000,112645.000000,93578.000000,708604.000000,205712.000000,85460.000000,96699.000000,46403.000000,56563.000000,152721.000000,36851.000000,101726.000000,37854.000000,140386.000000,97806.000000,688266.000000,207678.000000,90449.000000,104252.000000,44638.000000,59485.000000,164208.000000,39399.000000,111436.000000,40016.000000,116527.000000,100431.000000,697241.000000,210037.000000,91532.000000,102196.000000,43152.000000,58261.000000,167012.000000,36457.000000,113805.000000,37177.000000,117261.000000,92654.000000,674975.000000,214893.000000,91151.000000,103192.000000,44900.000000,59896.000000,164915.000000,38924.000000,108942.000000,38723.000000,127995.000000,98279.000000,0
692583.000000,222660.000000,92148.000000,104705.000000,45429.000000,67788.000000,149874.000000,37647.000000,100163.000000,37540.000000,115244.000000,101004.000000,722167.000000,214985.000000,94530.000000,105746.000000,43809.000000,60974.000000,152018.000000,35390.000000,97364.000000,34865.000000,112445.000000,92492.000000,656615.000000,217663.000000,95276.000000,108388.000000,47328.000000,68959.000000,154877.000000,38205.000000,105421.000000,38280.000000,133436.000000,102337.000000,709735.000000,229143.000000,86743.000000,100872.000000,44776.000000,55371.000000,151085.000000,38839.000000,98947.000000,39313.000000,111901.000000,100060.000000,767107.000000,205085.000000,85016.000000,93779.000000,44575.000000,50344.000000,150633.000000,36071.000000,95426.000000,36572.000000,109958.000000,92219.000000,692437.000000,197958.000000,86446.000000,102329.000000,47175.000000,58092.000000,151282.000000,39964.000000,107285.000000,40545.000000,137057.000000,106215.000000,697874.000000,206629.000000,90129.000000,104367.000000,43079.000000,58199.000000,162945.000000,38977.000000,110665.000000,38930.000000,114987.000000,100004.000000,697506.000000,207871.000000,89955.000000,103262.000000,43596.000000,58276.000000,172193.000000,38384.000000,103902.000000,38467.000000,116158.000000,97215.000000,653850.000000,214252.000000,91671.000000,105472.000000,45650.000000,63899.000000,164393.000000,39337.000000,109861.000000,40150.000000,135205.000000,103045.000000,0
708893.000000,229200.000000,91226.000000,101382.000000,44907.000000,62854.000000,148530.000000,35910.000000,97321.000000,35476.000000,116086.000000,95000.000000,695791.000000,220499.000000,93727.000000,104531.000000,44872.000000,66372.000000,153175.000000,36913.000000,100695.000000,36369.000000,118558.000000,95283.000000,652617.000000,219185.000000,95754.000000,107975.000000,47135.000000,69229.000000,155427.000000,37969.000000,107566.000000,37706.000000,136399.000000,99823.000000,749927.000000,228962.000000,83982.000000,94801.000000,43971.000000,50926.000000,148698.000000,35904.000000,93615.000000,35676.000000,108882.000000,91441.000000,761408.000000,206767.000000,83643.000000,94040.000000,44677.000000,49966.000000,150396.000000,36134.000000,96040.000000,36681.000000,113888.000000,93145.000000,699660.000000,208145.000000,87084.000000,97845.000000,45267.000000,57968.000000,155557.000000,36299.000000,105678.000000,37154.000000,140180.000000,95948.000000,662529.000000,213906.000000,90592.000000,107407.000000,44923.000000,61402.000000,162148.000000,40559.000000,115276.000000,41346.000000,123031.000000,103666.000000,691464.000000,209051.000000,90417.000000,102491.000000,44367.000000,58352.000000,167686.000000,37813.000000,110771.000000,38786.000000,119213.000000,96374.000000,673832.000000,213754.000000,92186.000000,105122.000000,45113.000000,61038.000000,163602.000000,38471.000000,108850.000000,38679.000000,126611.000000,99527.000000,0
681168.000000,227367.000000,93166.000000,106921.000000,45927.000000,66349.000000,149018.000000,38791.000000,100060.000000,38365.000000,116999.000000,102654.000000,724766.000000,212556.000000,94774.000000,101937.000000,44818.000000,65042.000000,150435.000000,35441.000000,97255.000000,35016.000000,111253.000000,93492.000000,668902.000000,211957.000000,95865.000000,107344.000000,46714.000000,68267.000000,155043.000000,38361.000000,104922.000000,38301.000000,129842.000000,101267.000000,696651.000000,229815.000000,87124.000000,104574.000000,45506.000000,57382.000000,150695.000000,39424.000000,101258.000000,40106.000000,112119.000000,102131.000000,784951.000000,204134.000000,82701.000000,92095.000000,43861.000000,48667.000000,149544.000000,34927.000000,92827.000000,35173.000000,106964.000000,90941.000000,695116.000000,202324.000000,86364.000000,102444.000000,47300.000000,56944.000000,151775.000000,40280.000000,107246.000000,40753.000000,129941.000000,106298.000000,699057.000000,210359.000000,89903.000000,102912.000000,43352.000000,57985.000000,163248.000000,37646.000000,108226.000000,38184.000000,118987.000000,96926.000000,705141.000000,206473.000000,90876.000000,102495.000000,42905.000000,57398.000000,170630.000000,37102.000000,106620.000000,37329.000000,115563.000000,94253.000000,668687.000000,212917.000000,92861.000000,105369.000000,45019.000000,63037.000000,166075.000000,39083.000000,109522.000000,39316.000000,124802.000000,100097.000000,0
684150.000000,227547.000000,92417.000000,106114.000000,46172.000000,67610.000000,148584.000000,38300.000000,100400.000000,37806.000000,116144.000000,101541.000000,713182.000000,213196.000000,93059.000000,101716.000000,44544.000000,68698.000000,153633.000000,35882.000000,99134.000000,35508.000000,114255.000000,93978.000000,644547.000000,219296.000000,95213.000000,112146.000000,47114.000000,67330.000000,154578.000000,38607.000000,109128.000000,39004.000000,136927.000000,102895.000000,696690.000000,221870.000000,87312.000000,105684.000000,46099.000000,57418.000000,148093.000000,41067.000000,101538.000000,41216.000000,112353.000000,107445.000000,778814.000000,202747.000000,81998.000000,91949.000000,42476.000000,49421.000000,153944.000000,34030.000000,98967.000000,35665.000000,106565.000000,90209.000000,693679.000000,200014.000000,86853.000000,100424.000000,46782.000000,59818.000000,151297.000000,38721.000000,107983.000000,39779.000000,136881.000000,104554.000000,694120.000000,204717.000000,89558.000000,105207.000000,43534.000000,58643.000000,162532.000000,39096.000000,111917.000000,39010.000000,118820.000000,99631.000000,711661.000000,209724.000000,91614.000000,103154.000000,42869.000000,57934.000000,162703.000000,36990.000000,103243.000000,36100.000000,116461.000000,94332.000000,663208.000000,217404.000000,92558.000000,105495.000000,44972.000000,62228.000000,163293.000000,39234.000000,108821.000000,39418.000000,129041.000000,101113.000000,0
693856.000000,225171.000000,91603.000000,105103.000000,45594.000000,67476.000000,148032.000000,38031.000000,99059.000000,37408.000000,113750.000000,101702.000000,722091.000000,213603.000000,93992.000000,100895.000000,45214.000000,64774.000000,151029.000000,35725.000000,97305.000000,35367.000000,113261.000000,93529.000000,674874.000000,216343.000000,93826.000000,106467.000000,46253.000000,65436.000000,152522.000000,37145.000000,105903.000000,37200.000000,131161.000000,99655.000000,726261.000000,230410.000000,86656.000000,99034.000000,43625.000000,54065.000000,151231.000000,36878.000000,96631.000000,37508.000000,109572.000000,94914.000000,775203.000000,205693.000000,84172.000000,92816.000000,44307.000000,49522.000000,150616.000000,35557.000000,94437.000000,36025.000000,107615.000000,90822.000000,714830.000000,201007.000000,86093.000000,96956.000000,45741.000000,55269.000000,154079.000000,36795.000000,102860.000000,37716.000000,137768.000000,97671.000000,693506.000000,209669.000000,90255.000000,105193.000000,43609.000000,58823.000000,160246.000000,39049.000000,111918.000000,38999.000000,114141.000000,101377.000000,702087.000000,204556.000000,90798.000000,103076.000000,42748.000000,57941.000000,167924.000000,37818.000000,109857.000000,37831.000000,116735.000000,95414.000000,675731.000000,213348.000000,92113.000000,104801.000000,44525.000000,60621.000000,165365.000000,38874.000000,109069.000000,38701.000000,124881.000000,98756.000000,0
729721.000000,223773.000000,92605.000000,98754.000000,43259.000000,63529.000000,151919.000000,35494.000000,93885.000000,33887.000000,109585.000000,90374.000000,737855.000000,211446.000000,95185.000000,103262.000000,43080.000000,59471.000000,154291.000000,35459.000000,95560.000000,33767.000000,108778.000000,88631.000000,692081.000000,219867.000000,94422.000000,102376.000000,45071.000000,65725.000000,152984.000000,35500.000000,100129.000000,34732.000000,131048.000000,92850.000000,677909.000000,235066.000000,89608.000000,104654.000000,45687.000000,58405.000000,152951.000000,40092.000000,101369.000000,41480.000000,116763.000000,102801.000000,674009.000000,209912.000000,90280.000000,103957.000000,48712.000000,59243.000000,157100.000000,41817.000000,107527.000000,43993.000000,121992.000000,108243.000000,648132.000000,203976.000000,89674.000000,104495.000000,50018.000000,61774.000000,154292.000000,42224.000000,110899.000000,43262.000000,146643.000000,111396.000000,781364.000000,200389.000000,85745.000000,93189.000000,39440.000000,51337.000000,160774.000000,34771.000000,98681.000000,33181.000000,103608.000000,84306.000000,838758.000000,195078.000000,84636.000000,85151.000000,36823.000000,45588.000000,166275.000000,30811.000000,89302.000000,27103.000000,96358.000000,70902.000000,787137.000000,198418.000000,85023.000000,89836.000000,39420.000000,50200.000000,162276.000000,34130.000000,96114.000000,31834.000000,110478.000000,81919.000000,0
696039.000000,225199.000000,93358.000000,103073.000000,45101.000000,69700.000000,148487.000000,38329.000000,96646.000000,37167.000000,112975.000000,100711.000000,744583.000000,210120.000000,94487.000000,96446.000000,42715.000000,65997.000000,157958.000000,34121.000000,94364.000000,33142.000000,107224.000000,85628.000000,739547.000000,208118.000000,94099.000000,97874.000000,43209.000000,62908.000000,154525.000000,34161.000000,94486.000000,32404.000000,117648.000000,87806.000000,704770.000000,226176.000000,89294.000000,102642.000000,44503.000000,57427.000000,153485.000000,40161.000000,100245.000000,39645.000000,108662.000000,99775.000000,679303.000000,209234.000000,91601.000000,103413.000000,47853.000000,58798.000000,158970.000000,41064.000000,107540.000000,42636.000000,121703.000000,104670.000000,636254.000000,200516.000000,90056.000000,108738.000000,50381.000000,63862.000000,156598.000000,45097.000000,113770.000000,46452.000000,136130.000000,118931.000000,798055.000000,198265.000000,85355.000000,92394.000000,38511.000000,49763.000000,159253.000000,34751.000000,93074.000000,32431.000000,100484.000000,84449.000000,819845.000000,195002.000000,84377.000000,88396.000000,37199.000000,47616.000000,160674.000000,32025.000000,94743.000000,29175.000000,101397.000000,76336.000000,815443.000000,201949.000000,84064.000000,88321.000000,36929.000000,47861.000000,158637.000000,31499.000000,89318.000000,28641.000000,107666.000000,76457.000000,0
719924.000000,222975.000000,93598.000000,98918.000000,44238.000000,69382.000000,151721.000000,36141.000000,93871.000000,34580.000000,107578.000000,93859.000000,755152.000000,210063.000000,94459.000000,98730.000000,42476.000000,60200.000000,154999.000000,34242.000000,94316.000000,32221.000000,106117.000000,83810.000000,725762.000000,209512.000000,93444.000000,104825.000000,42454.000000,61189.000000,158825.000000,33686.000000,100928.000000,32121.000000,120190.000000,83849.000000,722860.000000,231539.000000,89513.000000,98126.000000,43594.000000,54736.000000,154611.000000,37420.000000,97226.000000,37193.000000,108105.000000,91862.000000,697538.000000,212050.000000,91810.000000,101718.000000,47595.000000,57842.000000,156377.000000,39560.000000,103208.000000,40515.000000,118108.000000,100464.000000,655098.000000,203440.000000,90764.000000,103803.000000,49473.000000,62440.000000,154761.000000,42106.000000,108126.000000,43244.000000,143883.000000,109647.000000,766598.000000,202247.000000,86231.000000,95206.000000,40006.000000,52313.000000,159122.000000,36176.000000,102846.000000,34911.000000,103114.000000,88015.000000,814474.000000,193042.000000,85417.000000,89241.000000,37026.000000,47027.000000,167650.000000,32066.000000,98204.000000,30196.000000,97879.000000,74563.000000,804710.000000,198612.000000,85509.000000,87550.000000,37615.000000,49192.000000,165222.000000,31525.000000,95050.000000,29298.000000,106605.000000,75897.000000,0
757073.000000,226907.000000,89912.000000,95330.000000,41191.000000,57096.000000,151061.000000,33419.000000,90758.000000,30803.000000,111264.000000,81971.000000,727633.000000,217681.000000,94202.000000,98645.000000,43648.000000,64030.000000,155117.000000,33898.000000,95346.000000,33040.000000,115254.000000,88291.000000,739619.000000,211544.000000,93239.000000,99477.000000,42769.000000,58539.000000,157084.000000,33820.000000,96164.000000,31557.000000,118411.000000,84562.000000,720423.000000,233672.000000,88983.000000,98351.000000,43485.000000,54137.000000,155086.000000,37473.000000,97022.000000,37584.000000,108674.000000,91895.000000,685725.000000,211525.000000,91208.000000,102738.000000,48530.000000,58172.000000,155136.000000,40892.000000,104497.000000,42581.000000,121569.000000,104212.000000,667837.000000,206551.000000,90243.000000,103654.000000,49470.000000,59979.000000,153953.000000,41504.000000,108016.000000,42230.000000,135118.000000,108230.000000,782111.000000,200853.000000,85438.000000,93602.000000,39739.000000,51420.000000,160019.000000,35507.000000,96125.000000,33468.000000,102165.000000,86338.000000,789809.000000,194121.000000,86019.000000,90830.000000,39388.000000,49831.000000,169385.000000,34114.000000,97864.000000,33123.000000,100773.000000,81528.000000,783815.000000,195954.000000,85320.000000,90968.000000,39897.000000,49869.000000,162100.000000,34697.000000,97867.000000,32563.000000,110236.000000,83499.000000,0
736731.000000,220010.000000,92334.000000,99481.000000,42793.000000,62534.000000,149224.000000,36168.000000,94831.000000,34171.000000,105995.000000,92513.000000,727127.000000,211473.000000,96460.000000,100238.000000,45018.000000,64904.000000,151712.000000,36263.000000,96345.000000,34991.000000,109515.000000,92739.000000,694804.000000,206323.000000,93169.000000,105326.000000,46508.000000,64851.000000,150287.000000,39612.000000,100914.000000,37660.000000,125539.000000,101792.000000,720712.000000,224378.000000,88684.000000,101030.000000,42968.000000,55955.000000,154476.000000,39088.000000,98587.000000,38313.000000,106568.000000,96026.000000,693035.000000,211827.000000,91018.000000,102139.000000,47603.000000,58161.000000,156347.000000,39928.000000,103666.000000,41505.000000,119668.000000,101888.000000,632188.000000,198569.000000,91495.000000,109521.000000,51373.000000,66321.000000,151026.000000,45797.000000,111709.000000,46157.000000,141137.000000,121492.000000,785650.000000,200289.000000,85494.000000,94395.000000,39346.000000,51146.000000,156855.000000,35468.000000,96857.000000,33565.000000,100706.000000,87014.000000,799822.000000,191640.000000,84473.000000,91348.000000,38696.000000,49668.000000,161485.000000,34235.000000,100644.000000,31949.000000,99865.000000,82960.000000,808446.000000,197290.000000,83557.000000,88008.000000,38129.000000,47982.000000,160372.000000,32478.000000,94303.000000,30181.000000,106760.000000,79279.000000,0
