35.209672,0.998059,0.002310,0.299033,0.126446,1.304147,0.879750,0.002310,4563.594769,0
34.751191,0.998116,0.002727,0.294942,0.122051,1.230870,0.833564,0.002727,4796.109756,0
38.310569,0.998012,0.002591,0.304503,0.126013,1.270450,0.856024,0.002591,4901.596797,0
33.054835,0.998209,0.002559,0.294010,0.121816,1.226442,0.794733,0.002559,4824.878933,0
35.378296,0.998145,0.002814,0.303307,0.124309,1.233953,0.816846,0.002814,4895.795041,0
34.428590,0.998141,0.002790,0.299410,0.122930,1.232005,0.817547,0.002790,4776.882436,0
38.681156,0.997900,0.002604,0.294336,0.121379,1.232979,0.864067,0.002604,4799.320595,0
31.723231,0.998311,0.003011,0.298755,0.121956,1.195299,0.775437,0.003011,4892.823860,0
34.344308,0.998148,0.001582,0.276510,0.123161,1.308678,0.895346,0.001582,4844.827401,0
34.355220,0.998027,0.002019,0.278627,0.123479,1.298111,0.910147,0.002019,4510.139396,0
36.761983,0.997971,0.002220,0.281460,0.123610,1.274118,0.912354,0.002220,4715.805625,0
32.082693,0.998259,0.001789,0.289197,0.127192,1.322835,0.863126,0.001789,4702.899706,0
27.046317,0.998429,0.001930,0.277409,0.123880,1.278789,0.832863,0.001930,4463.373964,0
34.412237,0.998030,0.001929,0.281626,0.124684,1.321998,0.917087,0.001929,4480.149935,0
34.163571,0.998076,0.001845,0.291507,0.129214,1.356829,0.915160,0.001845,4434.482995,0
34.483904,0.998102,0.001941,0.285845,0.126199,1.301828,0.881104,0.001941,4669.350938,0
32.644665,0.998233,0.002053,0.291185,0.127594,1.305847,0.857899,0.002053,4706.526728,0
28.957410,0.998452,0.001717,0.285452,0.125450,1.303719,0.818616,0.001717,4841.997890,0
30.879262,0.998325,0.002041,0.296408,0.130093,1.334706,0.853238,0.002041,4612.709880,0
36.915968,0.997997,0.002077,0.290750,0.127241,1.302205,0.912548,0.002077,4688.043844,0
28.086932,0.998454,0.002044,0.293129,0.128984,1.306235,0.823826,0.002044,4588.146448,0
30.246947,0.998328,0.002244,0.292314,0.128414,1.297115,0.845266,0.002244,4571.272034,0
29.636153,0.998433,0.001955,0.285522,0.125262,1.278399,0.822911,0.001955,4900.571846,0
31.209509,0.998254,0.002385,0.293737,0.129047,1.295117,0.858879,0.002385,4487.090655,0
33.984621,0.998132,0.001966,0.287673,0.126514,1.316025,0.896036,0.001966,4640.697070,0
39.227434,0.997859,0.001829,0.284225,0.125298,1.318944,0.940603,0.001829,4721.924749,0
32.740844,0.998214,0.002037,0.293801,0.128665,1.327735,0.867549,0.002037,4622.504144,0
29.092028,0.998341,0.001832,0.284313,0.126025,1.321848,0.860877,0.001832,4477.163684,0
35.101297,0.997979,0.001656,0.287056,0.127488,1.373893,0.930318,0.001656,4377.054592,0
30.860277,0.998291,0.002075,0.289224,0.127166,1.312587,0.866849,0.002075,4583.629293,0
37.388102,0.997858,0.001726,0.282410,0.125163,1.351829,0.947408,0.001726,4469.800798,0
33.261171,0.998092,0.002295,0.292800,0.129444,1.322576,0.895735,0.002295,4347.115512,0
35.672344,0.998036,0.002199,0.296433,0.130339,1.323320,0.906433,0.002199,4525.117547,0
