39.004943,0.983800,0.246836,0.809303,0.122155,1.448928,0.743544,0.246836,1203.879148,0
49.206020,0.978889,0.262716,0.822898,0.117480,1.376454,0.739839,0.262716,1165.431076,0
37.697616,0.981823,0.253363,0.824363,0.120359,1.405261,0.680217,0.253363,1036.978942,0
51.676871,0.977595,0.265164,0.823879,0.116893,1.377968,0.741994,0.265164,1153.276460,0
51.535064,0.976230,0.255517,0.826201,0.119092,1.379301,0.726212,0.255517,1084.062692,0
45.427536,0.979941,0.259838,0.823788,0.117605,1.378496,0.717238,0.259838,1132.376108,0
56.377136,0.976318,0.262425,0.821544,0.117155,1.382726,0.780237,0.262425,1190.293495,0
45.307191,0.979007,0.265487,0.829310,0.116368,1.341545,0.692510,0.265487,1079.132947,0
30.132073,0.986621,0.267451,0.806186,0.120635,1.446005,0.724039,0.267451,1126.062604,0
29.787791,0.988739,0.263283,0.802952,0.120543,1.435682,0.738372,0.263283,1322.589056,0
31.678663,0.986814,0.266093,0.811698,0.120345,1.406207,0.715194,0.266093,1201.267032,0
27.633634,0.987952,0.255265,0.808409,0.123600,1.458625,0.691001,0.255265,1146.787854,0
23.667745,0.991034,0.265346,0.801647,0.120169,1.421954,0.706867,0.265346,1319.918446,0
30.129463,0.988597,0.257440,0.801547,0.121786,1.458384,0.741364,0.257440,1321.067165,0
30.522677,0.987924,0.244257,0.798393,0.125570,1.496387,0.749032,0.244257,1263.806695,0
30.241279,0.987273,0.259100,0.808696,0.122674,1.437780,0.706688,0.259100,1188.045922,0
10.199415,0.997976,0.447285,0.932670,0.042265,0.792657,0.248807,0.447285,2519.312759,0
25.233749,0.988336,0.263608,0.813169,0.121971,1.437451,0.659355,0.263608,1081.722338,0
27.162104,0.988178,0.245554,0.805539,0.126057,1.472990,0.690730,0.245554,1148.842528,0
31.789222,0.986218,0.253591,0.809027,0.123751,1.436766,0.714344,0.253591,1153.279490,0
25.036285,0.989365,0.250958,0.807641,0.124816,1.444263,0.674625,0.250958,1177.078331,0
26.459610,0.988845,0.251512,0.807134,0.124619,1.434453,0.686403,0.251512,1186.002464,0
25.706960,0.987773,0.264374,0.814330,0.121828,1.412218,0.656760,0.264374,1051.221865,0
26.752807,0.988965,0.248761,0.805502,0.125124,1.432327,0.695668,0.248761,1212.156359,0
29.891227,0.987535,0.254611,0.806666,0.123363,1.451337,0.712679,0.254611,1199.049185,0
33.721708,0.985796,0.259293,0.808047,0.122094,1.452951,0.735083,0.259293,1187.071990,0
28.418219,0.987848,0.249336,0.806577,0.124755,1.466152,0.701283,0.249336,1169.313974,0
