1436698476433253.000000,35811885892050.000000,1143584287491143.000000,154727388864061440.000000,-91248272790048256.000000,55766411530391552.000000,9489743077146624.000000,0
1195135538914568.000000,12788157371946.000000,1343897571437664.000000,137437672358469632.000000,-70431664961739520.000000,14151133335383552.000000,7519505547565056.000000,0
1239766884223791.000000,-34820807222699.000000,1459774937993680.000000,109871940113653760.000000,-49331052497639168.000000,60804905041473024.000000,86648509180463104.000000,0
1202153718723308.000000,18607656163254.000000,1232976673012041.000000,141387886526873600.000000,-15120647992790528.000000,2576305233571328.000000,-32593741442646016.000000,0
1334819805111708.000000,-79640521615561.000000,1296425920138225.000000,161889920753266688.000000,-53202014128421888.000000,37698880682854400.000000,101788666076676096.000000,0
1195567364786029.000000,36527239501977.000000,1342829790743867.000000,236542140399362048.000000,-134505457769720576.000000,55281439214871552.000000,43525978653337600.000000,0
1221636772797266.000000,22826447077952.000000,1363983970024459.000000,200081219245043712.000000,-63510628266703872.000000,49033058788983296.000000,58836509171542016.000000,0
1310781670954357.000000,-13300518038736.000000,1212408480497019.000000,238773913772404736.000000,-96393652312368896.000000,-38939435776233984.000000,76494229826164736.000000,0
1136625797836802.000000,-29209060070781.000000,1305114147874893.000000,148104968979480576.000000,-54024618649998336.000000,15990535271778304.000000,-27474578780137472.000000,0
1143129225412920.000000,76952539364320.000000,1222292481112542.000000,218528846748176384.000000,-196024644372497408.000000,-52956870002221568.000000,107372400636293120.000000,0
1163112949811405.000000,30355548895908.000000,1284087241411953.000000,126170553638047744.000000,-193529493053514240.000000,-19403288986997760.000000,85278911538597888.000000,0
1168665628999939.000000,12740626740085.000000,1224924548814013.000000,69078486833598464.000000,-102993547658891520.000000,17759679008559616.000000,37987970699728896.000000,0
1231271490024900.000000,-13018326541372.000000,1033046162568656.000000,194135028588920832.000000,-87624651870319104.000000,22058645472084224.000000,29172111182000128.000000,0
1208013764784895.000000,-6618281661424.000000,1108967458710355.000000,187149334937350144.000000,-113662469576069120.000000,-13431878801900544.000000,57840949724336128.000000,0
1145211901492699.000000,31896473031772.000000,1321624312605131.500000,74130998517374976.000000,-135433666404682240.000000,37693627145916416.000000,128622244439382016.000000,0
1150261104369434.000000,-21327522542725.000000,1271927378499309.000000,69813307494801408.000000,-148802755159622656.000000,-1265906988778496.000000,102661168792334336.000000,0
1220340408947180.000000,-63577960440313.000000,1300514727652489.000000,41461864903413760.000000,-180748262096000256.000000,7806927393527296.000000,8767167188119552.000000,0
1120458148972850.000000,-58558091592883.000000,1274069231944853.000000,-2860468297666560.000000,-150998451604597504.000000,51582789419504128.000000,102732803597168640.000000,0
1266264220066078.000000,-9642023088492.000000,1245569699816161.000000,71463708105076736.000000,-100321538447879936.000000,3627997407050240.000000,44885174433869824.000000,0
1194550845467826.000000,28423308516364.000000,1190066012176634.000000,89782996204048384.000000,-109551491720288768.000000,28203558509303808.000000,64638337332430848.000000,0
1151967398390063.000000,108661597747281.000000,1286743495806150.000000,96448413994696704.000000,-140838828578974720.000000,-51769677594040832.000000,75421712786229248.000000,0
1171124033745782.000000,-14732877185448.000000,1298497796662878.000000,89611667656802304.000000,-173658937611416832.000000,16250251164980736.000000,114090987450181632.000000,0
